Date,District,Rainfall_mm,Groundwater_Level_mbgl,Reservoir_Level_pct,Extraction Borewells,Recharge Borewells,Groundwater Stress Classification,Net Groundwater Change MLD,Groundwater Recovery MLD,Groundwater Extraction MLD
4/7/2023,Amreli,0,20.77,31.2,188,59,Critical,-19.61,2.95,22.56
4/8/2023,Amreli,0,20.39,34.3,188,59,Critical,-19.61,2.95,22.56
4/9/2023,Amreli,0,19.91,35.4,188,59,Warning,-19.61,2.95,22.56
4/10/2023,Amreli,3.5,20.3,30.9,188,59,Critical,-19.26,3.3,22.56
4/11/2023,Amreli,0,19.36,36,188,59,Warning,-19.61,2.95,22.56
4/12/2023,Amreli,0,19.55,36.2,188,59,Warning,-19.61,2.95,22.56
4/13/2023,Amreli,0,19.68,32.3,188,59,Warning,-19.61,2.95,22.56
4/14/2023,Amreli,0,19.72,39.2,188,59,Warning,-19.61,2.95,22.56
4/15/2023,Amreli,0,19.16,28.3,188,59,Warning,-19.61,2.95,22.56
4/16/2023,Amreli,0,21.24,21.9,188,59,Critical,-19.61,2.95,22.56
4/17/2023,Amreli,0.1,20.38,21.4,188,59,Critical,-19.6,2.96,22.56
4/18/2023,Amreli,0,18.98,23.5,188,59,Warning,-19.61,2.95,22.56
4/19/2023,Amreli,0,19.52,34.7,188,59,Warning,-19.61,2.95,22.56
4/20/2023,Amreli,0,19.96,29.5,188,59,Warning,-19.61,2.95,22.56
4/21/2023,Amreli,0,19.47,36.7,188,59,Warning,-19.61,2.95,22.56
4/22/2023,Amreli,0,19.53,35.2,188,59,Warning,-19.61,2.95,22.56
4/23/2023,Amreli,0,18.94,31.3,188,59,Warning,-19.61,2.95,22.56
4/24/2023,Amreli,2.3,20.19,20.4,188,59,Critical,-19.38,3.18,22.56
4/25/2023,Amreli,0,19.71,27.8,188,59,Warning,-19.61,2.95,22.56
4/26/2023,Amreli,0,19.37,34,188,59,Warning,-19.61,2.95,22.56
4/27/2023,Amreli,0,19.36,24.5,188,59,Warning,-19.61,2.95,22.56
4/28/2023,Amreli,0,19.94,26.7,188,59,Warning,-19.61,2.95,22.56
4/29/2023,Amreli,0,20.16,23.1,188,59,Critical,-19.61,2.95,22.56
4/30/2023,Amreli,0,19.99,26.4,188,59,Warning,-19.61,2.95,22.56
5/1/2023,Amreli,0,18.33,28.8,188,59,Warning,-19.61,2.95,22.56
5/2/2023,Amreli,0,18.81,17.2,188,59,Warning,-19.61,2.95,22.56
5/3/2023,Amreli,0,18.37,31.6,188,59,Warning,-19.61,2.95,22.56
5/4/2023,Amreli,0,19.83,16.1,188,59,Warning,-19.61,2.95,22.56
5/5/2023,Amreli,1.2,18.93,35.1,188,59,Warning,-19.49,3.07,22.56
5/6/2023,Amreli,0,18.89,22.4,188,59,Warning,-19.61,2.95,22.56
5/7/2023,Amreli,0,19.6,32.8,188,59,Warning,-19.61,2.95,22.56
5/8/2023,Amreli,0,19.09,34.4,188,59,Warning,-19.61,2.95,22.56
5/9/2023,Amreli,0,19.02,29.8,188,59,Warning,-19.61,2.95,22.56
5/10/2023,Amreli,3.4,19.48,35,188,59,Warning,-19.27,3.29,22.56
5/11/2023,Amreli,0,18.78,35.7,188,59,Warning,-19.61,2.95,22.56
5/12/2023,Amreli,0,18.53,36.6,188,59,Warning,-19.61,2.95,22.56
5/13/2023,Amreli,0,19.12,41.7,188,59,Warning,-19.61,2.95,22.56
5/14/2023,Amreli,0,18.78,30.1,188,59,Warning,-19.61,2.95,22.56
5/15/2023,Amreli,0,19.1,35.6,188,59,Warning,-19.61,2.95,22.56
5/16/2023,Amreli,0,18.18,31.3,188,59,Warning,-19.61,2.95,22.56
5/17/2023,Amreli,0,18.33,28.4,188,59,Warning,-19.61,2.95,22.56
5/18/2023,Amreli,0,17.81,23.2,188,59,Warning,-19.61,2.95,22.56
5/19/2023,Amreli,0,18.44,34.5,188,59,Warning,-19.61,2.95,22.56
5/20/2023,Amreli,0,18.61,29.1,188,59,Warning,-19.61,2.95,22.56
5/21/2023,Amreli,0,17.84,30,188,59,Warning,-19.61,2.95,22.56
5/22/2023,Amreli,0,18.95,32.1,188,59,Warning,-19.61,2.95,22.56
5/23/2023,Amreli,0,18.15,27.7,188,59,Warning,-19.61,2.95,22.56
5/24/2023,Amreli,0,17.15,23.8,188,59,Warning,-19.61,2.95,22.56
5/25/2023,Amreli,0,18.11,24.5,188,59,Warning,-19.61,2.95,22.56
5/26/2023,Amreli,0,17.56,34.4,188,59,Warning,-19.61,2.95,22.56
5/27/2023,Amreli,0,18.11,29.3,188,59,Warning,-19.61,2.95,22.56
5/28/2023,Amreli,0,18.92,25.7,188,59,Warning,-19.61,2.95,22.56
5/29/2023,Amreli,0,16.87,30.7,188,59,Warning,-19.61,2.95,22.56
5/30/2023,Amreli,0,17.49,20.6,188,59,Warning,-19.61,2.95,22.56
5/31/2023,Amreli,3.5,17.08,29.8,188,59,Warning,-19.26,3.3,22.56
6/1/2023,Amreli,8.7,17.4,52.3,188,59,Warning,-18.74,3.82,22.56
6/2/2023,Amreli,39.1,17.26,55.6,188,59,Warning,-15.7,6.86,22.56
6/3/2023,Amreli,64,17.71,52.9,188,59,Warning,-13.21,9.35,22.56
6/4/2023,Amreli,12.8,17.23,60.5,188,59,Warning,-18.33,4.23,22.56
6/5/2023,Amreli,0,17.17,49.1,188,59,Warning,-19.61,2.95,22.56
6/6/2023,Amreli,40.8,17.67,45.4,188,59,Warning,-15.53,7.03,22.56
6/7/2023,Amreli,16.2,17.73,47.5,188,59,Warning,-17.99,4.57,22.56
6/8/2023,Amreli,0,17.14,53.5,188,59,Warning,-19.61,2.95,22.56
6/9/2023,Amreli,30.3,17.13,38.1,188,59,Warning,-16.58,5.98,22.56
6/10/2023,Amreli,0,16.33,54.7,188,59,Warning,-19.61,2.95,22.56
6/11/2023,Amreli,13.1,16.25,53.3,188,59,Warning,-18.3,4.26,22.56
6/12/2023,Amreli,0,16.67,51.6,188,59,Warning,-19.61,2.95,22.56
6/13/2023,Amreli,0,16.07,59.7,188,59,Warning,-19.61,2.95,22.56
6/14/2023,Amreli,0,15.12,52.1,188,59,Warning,-19.61,2.95,22.56
6/15/2023,Amreli,0,15.96,56.2,188,59,Warning,-19.61,2.95,22.56
6/16/2023,Amreli,13.6,16.15,63.2,188,59,Warning,-18.25,4.31,22.56
6/17/2023,Amreli,0,16.34,52.7,188,59,Warning,-19.61,2.95,22.56
6/18/2023,Amreli,8.6,16.11,57,188,59,Warning,-18.75,3.81,22.56
6/19/2023,Amreli,0,16.35,56.9,188,59,Warning,-19.61,2.95,22.56
6/20/2023,Amreli,6,15.91,46.2,188,59,Warning,-19.01,3.55,22.56
6/21/2023,Amreli,18.8,15.88,54.7,188,59,Warning,-17.73,4.83,22.56
6/22/2023,Amreli,10.7,16.29,57.5,188,59,Warning,-18.54,4.02,22.56
6/23/2023,Amreli,0,15.98,57,188,59,Warning,-19.61,2.95,22.56
6/24/2023,Amreli,22,15.61,52.6,188,59,Warning,-17.41,5.15,22.56
6/25/2023,Amreli,21.2,13.88,56.3,188,59,Warning,-17.49,5.07,22.56
6/26/2023,Amreli,6.3,15.56,54.3,188,59,Warning,-18.98,3.58,22.56
6/27/2023,Amreli,37.1,14.36,61.5,188,59,Warning,-15.9,6.66,22.56
6/28/2023,Amreli,10.8,15.36,49.5,188,59,Warning,-18.53,4.03,22.56
6/29/2023,Amreli,9.1,15.51,50.6,188,59,Warning,-18.7,3.86,22.56
6/30/2023,Amreli,8.9,15.97,58.4,188,59,Warning,-18.72,3.84,22.56
7/1/2023,Amreli,14.4,15.22,56.6,188,59,Warning,-18.17,4.39,22.56
7/2/2023,Amreli,0,15.05,55.7,188,59,Warning,-19.61,2.95,22.56
7/3/2023,Amreli,0,15.33,55.2,188,59,Warning,-19.61,2.95,22.56
7/4/2023,Amreli,0,14.07,59,188,59,Warning,-19.61,2.95,22.56
7/5/2023,Amreli,19.1,13.64,59.9,188,59,Warning,-17.7,4.86,22.56
7/6/2023,Amreli,11.1,15.1,52.7,188,59,Warning,-18.5,4.06,22.56
7/7/2023,Amreli,28.7,15.1,53.1,188,59,Warning,-16.74,5.82,22.56
7/8/2023,Amreli,22.1,14.18,55.8,188,59,Warning,-17.4,5.16,22.56
7/9/2023,Amreli,5.2,14.31,40.1,188,59,Warning,-19.09,3.47,22.56
7/10/2023,Amreli,22.7,14.73,62.8,188,59,Warning,-17.34,5.22,22.56
7/11/2023,Amreli,0,14.79,52.8,188,59,Warning,-19.61,2.95,22.56
7/12/2023,Amreli,23.6,14.21,60.6,188,59,Warning,-17.25,5.31,22.56
7/13/2023,Amreli,18.3,13.8,49,188,59,Warning,-17.78,4.78,22.56
7/14/2023,Amreli,65.6,13.05,52.7,188,59,Warning,-13.05,9.51,22.56
7/15/2023,Amreli,11.6,13.39,53.5,188,59,Warning,-18.45,4.11,22.56
7/16/2023,Amreli,1.2,14.07,58.3,188,59,Warning,-19.49,3.07,22.56
7/17/2023,Amreli,43,14.31,61.8,188,59,Warning,-15.31,7.25,22.56
7/18/2023,Amreli,27.3,14.29,59.4,188,59,Warning,-16.88,5.68,22.56
7/19/2023,Amreli,22.2,13.64,50.3,188,59,Warning,-17.39,5.17,22.56
7/20/2023,Amreli,0,13.01,63.1,188,59,Warning,-19.61,2.95,22.56
7/21/2023,Amreli,6,11.78,60.5,188,59,Warning,-19.01,3.55,22.56
7/22/2023,Amreli,26.1,13.24,54.2,188,59,Warning,-17,5.56,22.56
7/23/2023,Amreli,0,14.01,67.8,188,59,Warning,-19.61,2.95,22.56
7/24/2023,Amreli,20,12.78,52.9,188,59,Warning,-17.61,4.95,22.56
7/25/2023,Amreli,4.2,14.12,56.8,188,59,Warning,-19.19,3.37,22.56
7/26/2023,Amreli,0,13.55,55.8,188,59,Warning,-19.61,2.95,22.56
7/27/2023,Amreli,37.7,12.59,55.6,188,59,Warning,-15.84,6.72,22.56
7/28/2023,Amreli,44.4,11.39,58.7,188,59,Warning,-15.17,7.39,22.56
7/29/2023,Amreli,7.9,12.46,60.7,188,59,Warning,-18.82,3.74,22.56
7/30/2023,Amreli,0,13,67.4,188,59,Warning,-19.61,2.95,22.56
7/31/2023,Amreli,10,13.24,54.7,188,59,Warning,-18.61,3.95,22.56
8/1/2023,Amreli,0,12.78,64.9,188,59,Warning,-19.61,2.95,22.56
8/2/2023,Amreli,15.2,12.4,51,188,59,Warning,-18.09,4.47,22.56
8/3/2023,Amreli,10.3,12.16,61.8,188,59,Warning,-18.58,3.98,22.56
8/4/2023,Amreli,16,11.66,60.3,188,59,Warning,-18.01,4.55,22.56
8/5/2023,Amreli,19.6,12.22,64.6,188,59,Warning,-17.65,4.91,22.56
8/6/2023,Amreli,0,12.07,57.9,188,59,Warning,-19.61,2.95,22.56
8/7/2023,Amreli,1.7,12.23,63.3,188,59,Warning,-19.44,3.12,22.56
8/8/2023,Amreli,23.4,12.97,48.2,188,59,Warning,-17.27,5.29,22.56
8/9/2023,Amreli,7,11.97,58,188,59,Warning,-18.91,3.65,22.56
8/10/2023,Amreli,0,12.21,59.1,188,59,Warning,-19.61,2.95,22.56
8/11/2023,Amreli,0,11.47,63.3,188,59,Warning,-19.61,2.95,22.56
8/12/2023,Amreli,0.5,11.4,59.9,188,59,Warning,-19.56,3,22.56
8/13/2023,Amreli,21.7,11.57,66.9,188,59,Warning,-17.44,5.12,22.56
8/14/2023,Amreli,3.8,10.49,57.3,188,59,Warning,-19.23,3.33,22.56
8/15/2023,Amreli,15.4,10.87,57.2,188,59,Warning,-18.07,4.49,22.56
8/16/2023,Amreli,18.3,11.65,58,188,59,Warning,-17.78,4.78,22.56
8/17/2023,Amreli,0,11.7,55.4,188,59,Warning,-19.61,2.95,22.56
8/18/2023,Amreli,5.8,10.48,62.2,188,59,Warning,-19.03,3.53,22.56
8/19/2023,Amreli,0,10.5,56.4,188,59,Warning,-19.61,2.95,22.56
8/20/2023,Amreli,13.6,12,58.7,188,59,Warning,-18.25,4.31,22.56
8/21/2023,Amreli,11.8,11.06,57,188,59,Warning,-18.43,4.13,22.56
8/22/2023,Amreli,23.4,11.44,54.7,188,59,Warning,-17.27,5.29,22.56
8/23/2023,Amreli,31.8,10.96,63.3,188,59,Warning,-16.43,6.13,22.56
8/24/2023,Amreli,0,10.21,59.7,188,59,Warning,-19.61,2.95,22.56
8/25/2023,Amreli,0,10.64,57.9,188,59,Warning,-19.61,2.95,22.56
8/26/2023,Amreli,0,10.28,55.9,188,59,Warning,-19.61,2.95,22.56
8/27/2023,Amreli,13.8,11.61,54.3,188,59,Warning,-18.23,4.33,22.56
8/28/2023,Amreli,0,11.53,57.7,188,59,Warning,-19.61,2.95,22.56
8/29/2023,Amreli,12.4,10.19,64.1,188,59,Warning,-18.37,4.19,22.56
8/30/2023,Amreli,14.3,11.09,56.4,188,59,Warning,-18.18,4.38,22.56
8/31/2023,Amreli,0,10.94,51.3,188,59,Warning,-19.61,2.95,22.56
9/1/2023,Amreli,21.3,10.59,56.2,188,59,Warning,-17.48,5.08,22.56
9/2/2023,Amreli,6.1,10.22,68.9,188,59,Warning,-19,3.56,22.56
9/3/2023,Amreli,22.3,10.53,62.6,188,59,Warning,-17.38,5.18,22.56
9/4/2023,Amreli,20.2,10.29,61.9,188,59,Warning,-17.59,4.97,22.56
9/5/2023,Amreli,37,10.28,60.3,188,59,Warning,-15.91,6.65,22.56
9/6/2023,Amreli,18.7,10.64,63.5,188,59,Warning,-17.74,4.82,22.56
9/7/2023,Amreli,61.3,10.09,56.4,188,59,Warning,-13.48,9.08,22.56
9/8/2023,Amreli,17.6,9.79,51.5,188,59,Warning,-17.85,4.71,22.56
9/9/2023,Amreli,0,10.21,54.7,188,59,Warning,-19.61,2.95,22.56
9/10/2023,Amreli,4.5,10.36,53.5,188,59,Warning,-19.16,3.4,22.56
9/11/2023,Amreli,50.5,11.13,60.4,188,59,Warning,-14.56,8,22.56
9/12/2023,Amreli,31.3,10.03,61,188,59,Warning,-16.48,6.08,22.56
9/13/2023,Amreli,9.2,10.24,60.2,188,59,Warning,-18.69,3.87,22.56
9/14/2023,Amreli,5.4,10.89,61.8,188,59,Warning,-19.07,3.49,22.56
9/15/2023,Amreli,6,10.06,56.9,188,59,Warning,-19.01,3.55,22.56
9/16/2023,Amreli,0,9.62,56.9,188,59,Warning,-19.61,2.95,22.56
9/17/2023,Amreli,20.4,10.24,59,188,59,Warning,-17.57,4.99,22.56
9/18/2023,Amreli,11.6,10.86,63.9,188,59,Warning,-18.45,4.11,22.56
9/19/2023,Amreli,18.3,9.47,52.4,188,59,Warning,-17.78,4.78,22.56
9/20/2023,Amreli,0,10.55,66.7,188,59,Warning,-19.61,2.95,22.56
9/21/2023,Amreli,3.6,10.39,63,188,59,Warning,-19.25,3.31,22.56
9/22/2023,Amreli,0,9.83,57.6,188,59,Warning,-19.61,2.95,22.56
9/23/2023,Amreli,23.1,9.81,53.4,188,59,Warning,-17.3,5.26,22.56
9/24/2023,Amreli,24.8,9.72,61.9,188,59,Warning,-17.13,5.43,22.56
9/25/2023,Amreli,33.9,9.72,54.5,188,59,Warning,-16.22,6.34,22.56
9/26/2023,Amreli,0,10.02,60.1,188,59,Warning,-19.61,2.95,22.56
9/27/2023,Amreli,7.5,10.01,64.1,188,59,Warning,-18.86,3.7,22.56
9/28/2023,Amreli,17.1,9.74,60.6,188,59,Warning,-17.9,4.66,22.56
9/29/2023,Amreli,24.7,8.48,67.4,188,59,Warning,-17.14,5.42,22.56
9/30/2023,Amreli,0,10.24,56.4,188,59,Warning,-19.61,2.95,22.56
10/1/2023,Amreli,0,9.09,21.3,188,59,Warning,-19.61,2.95,22.56
10/2/2023,Amreli,0,8.85,15.4,188,59,Warning,-19.61,2.95,22.56
10/3/2023,Amreli,0,10.46,14.9,188,59,Warning,-19.61,2.95,22.56
10/4/2023,Amreli,0,10.02,15.9,188,59,Warning,-19.61,2.95,22.56
10/5/2023,Amreli,1.9,10.23,13.3,188,59,Warning,-19.42,3.14,22.56
10/6/2023,Amreli,0,9.52,18.2,188,59,Warning,-19.61,2.95,22.56
10/7/2023,Amreli,0,10.51,15.5,188,59,Warning,-19.61,2.95,22.56
10/8/2023,Amreli,0,9.79,19.6,188,59,Warning,-19.61,2.95,22.56
10/9/2023,Amreli,0,9.29,15.1,188,59,Warning,-19.61,2.95,22.56
10/10/2023,Amreli,0,10.29,10.8,188,59,Warning,-19.61,2.95,22.56
10/11/2023,Amreli,0,10.28,16.4,188,59,Warning,-19.61,2.95,22.56
10/12/2023,Amreli,0,9.07,23.1,188,59,Warning,-19.61,2.95,22.56
10/13/2023,Amreli,0,9.61,20.7,188,59,Warning,-19.61,2.95,22.56
10/14/2023,Amreli,0,11.06,20.2,188,59,Warning,-19.61,2.95,22.56
10/15/2023,Amreli,0,10.05,20.3,188,59,Warning,-19.61,2.95,22.56
10/16/2023,Amreli,0,10.69,17.2,188,59,Warning,-19.61,2.95,22.56
10/17/2023,Amreli,0.9,10.26,16,188,59,Warning,-19.52,3.04,22.56
10/18/2023,Amreli,0,9.79,22.5,188,59,Warning,-19.61,2.95,22.56
10/19/2023,Amreli,0,10.49,11.1,188,59,Warning,-19.61,2.95,22.56
10/20/2023,Amreli,0,11.39,25.7,188,59,Warning,-19.61,2.95,22.56
10/21/2023,Amreli,0,9.77,13.2,188,59,Warning,-19.61,2.95,22.56
10/22/2023,Amreli,0,10.35,15.1,188,59,Warning,-19.61,2.95,22.56
10/23/2023,Amreli,0,10.71,13,188,59,Warning,-19.61,2.95,22.56
10/24/2023,Amreli,0,9.75,25.3,188,59,Warning,-19.61,2.95,22.56
10/25/2023,Amreli,0,10.83,17,188,59,Warning,-19.61,2.95,22.56
10/26/2023,Amreli,0,10.09,10.8,188,59,Warning,-19.61,2.95,22.56
10/27/2023,Amreli,0,10.27,11,188,59,Warning,-19.61,2.95,22.56
10/28/2023,Amreli,0.9,10.43,15.3,188,59,Warning,-19.52,3.04,22.56
10/29/2023,Amreli,0,10.41,13.9,188,59,Warning,-19.61,2.95,22.56
10/30/2023,Amreli,0,11.7,13,188,59,Warning,-19.61,2.95,22.56
10/31/2023,Amreli,0,10.75,15.8,188,59,Warning,-19.61,2.95,22.56
11/1/2023,Amreli,0,10.62,17.4,188,59,Warning,-19.61,2.95,22.56
11/2/2023,Amreli,0,11,15.7,188,59,Warning,-19.61,2.95,22.56
11/3/2023,Amreli,0,9.92,6,188,59,Warning,-19.61,2.95,22.56
11/4/2023,Amreli,0,10.58,4.8,188,59,Warning,-19.61,2.95,22.56
11/5/2023,Amreli,0,11.15,10.1,188,59,Warning,-19.61,2.95,22.56
11/6/2023,Amreli,0,11.45,12.1,188,59,Warning,-19.61,2.95,22.56
11/7/2023,Amreli,1.2,11.03,11.4,188,59,Warning,-19.49,3.07,22.56
11/8/2023,Amreli,0,11.13,14.4,188,59,Warning,-19.61,2.95,22.56
11/9/2023,Amreli,0,10.44,10,188,59,Warning,-19.61,2.95,22.56
11/10/2023,Amreli,0,10.99,13,188,59,Warning,-19.61,2.95,22.56
11/11/2023,Amreli,0,11.41,8.2,188,59,Warning,-19.61,2.95,22.56
11/12/2023,Amreli,0,11.52,17.8,188,59,Warning,-19.61,2.95,22.56
11/13/2023,Amreli,0,11.91,9.2,188,59,Warning,-19.61,2.95,22.56
11/14/2023,Amreli,0,12.33,12.5,188,59,Warning,-19.61,2.95,22.56
11/15/2023,Amreli,0,10.26,14.2,188,59,Warning,-19.61,2.95,22.56
11/16/2023,Amreli,0,12.05,13.8,188,59,Warning,-19.61,2.95,22.56
11/17/2023,Amreli,0,11.91,10.9,188,59,Warning,-19.61,2.95,22.56
11/18/2023,Amreli,0.8,11.42,13.7,188,59,Warning,-19.53,3.03,22.56
11/19/2023,Amreli,0,10.74,22.6,188,59,Warning,-19.61,2.95,22.56
11/20/2023,Amreli,0,11.64,16.4,188,59,Warning,-19.61,2.95,22.56
11/21/2023,Amreli,0,12.28,0.5,188,59,Warning,-19.61,2.95,22.56
11/22/2023,Amreli,0,12.12,13.8,188,59,Warning,-19.61,2.95,22.56
11/23/2023,Amreli,0,13.5,13.6,188,59,Warning,-19.61,2.95,22.56
11/24/2023,Amreli,0,11.44,14.6,188,59,Warning,-19.61,2.95,22.56
11/25/2023,Amreli,0,11.88,9.4,188,59,Warning,-19.61,2.95,22.56
11/26/2023,Amreli,0,13.44,13.9,188,59,Warning,-19.61,2.95,22.56
11/27/2023,Amreli,0,12.81,15.5,188,59,Warning,-19.61,2.95,22.56
11/28/2023,Amreli,0,12.57,4.5,188,59,Warning,-19.61,2.95,22.56
11/29/2023,Amreli,0,13.13,14.9,188,59,Warning,-19.61,2.95,22.56
11/30/2023,Amreli,0,12.13,9.3,188,59,Warning,-19.61,2.95,22.56
12/1/2023,Amreli,1.1,12.75,15.4,188,59,Warning,-19.5,3.06,22.56
12/2/2023,Amreli,0,12.54,9.6,188,59,Warning,-19.61,2.95,22.56
12/3/2023,Amreli,0,12.02,14.1,188,59,Warning,-19.61,2.95,22.56
12/4/2023,Amreli,0,12.92,5.5,188,59,Warning,-19.61,2.95,22.56
12/5/2023,Amreli,0,12.82,9.3,188,59,Warning,-19.61,2.95,22.56
12/6/2023,Amreli,0,12.88,9.2,188,59,Warning,-19.61,2.95,22.56
12/7/2023,Amreli,0,13.5,14.3,188,59,Warning,-19.61,2.95,22.56
12/8/2023,Amreli,0,13.36,11.1,188,59,Warning,-19.61,2.95,22.56
12/9/2023,Amreli,0,13.32,12.9,188,59,Warning,-19.61,2.95,22.56
12/10/2023,Amreli,0,12.94,1.6,188,59,Warning,-19.61,2.95,22.56
12/11/2023,Amreli,0,13.69,10.1,188,59,Warning,-19.61,2.95,22.56
12/12/2023,Amreli,0,13.47,16.8,188,59,Warning,-19.61,2.95,22.56
12/13/2023,Amreli,0,14.72,14.2,188,59,Warning,-19.61,2.95,22.56
12/14/2023,Amreli,0,13.73,23.1,188,59,Warning,-19.61,2.95,22.56
12/15/2023,Amreli,0,13.39,2.9,188,59,Warning,-19.61,2.95,22.56
12/16/2023,Amreli,0,13.92,16.6,188,59,Warning,-19.61,2.95,22.56
12/17/2023,Amreli,0,13.96,11.6,188,59,Warning,-19.61,2.95,22.56
12/18/2023,Amreli,0,13.25,7.6,188,59,Warning,-19.61,2.95,22.56
12/19/2023,Amreli,0,14.58,12.5,188,59,Warning,-19.61,2.95,22.56
12/20/2023,Amreli,0,13.65,3.3,188,59,Warning,-19.61,2.95,22.56
12/21/2023,Amreli,0,14.59,15.1,188,59,Warning,-19.61,2.95,22.56
12/22/2023,Amreli,0,13.69,9,188,59,Warning,-19.61,2.95,22.56
12/23/2023,Amreli,0,14.3,10.7,188,59,Warning,-19.61,2.95,22.56
12/24/2023,Amreli,0,14.87,7.6,188,59,Warning,-19.61,2.95,22.56
12/25/2023,Amreli,0,15.45,17.5,188,59,Warning,-19.61,2.95,22.56
12/26/2023,Amreli,0,14.84,10,188,59,Warning,-19.61,2.95,22.56
12/27/2023,Amreli,0,14.63,11.2,188,59,Warning,-19.61,2.95,22.56
12/28/2023,Amreli,0,14.24,9,188,59,Warning,-19.61,2.95,22.56
12/29/2023,Amreli,0,14.71,13.4,188,59,Warning,-19.61,2.95,22.56
12/30/2023,Amreli,0,14.18,12.4,188,59,Warning,-19.61,2.95,22.56
12/31/2023,Amreli,1.3,15.79,39.2,188,59,Warning,-19.48,3.08,22.56
1/1/2024,Amreli,0,15.28,36.6,188,59,Warning,-19.61,2.95,22.56
1/2/2024,Amreli,0,14.56,40.3,188,59,Warning,-19.61,2.95,22.56
1/3/2024,Amreli,0,16.83,36,188,59,Warning,-19.61,2.95,22.56
1/4/2024,Amreli,0,16.19,30.6,188,59,Warning,-19.61,2.95,22.56
1/5/2024,Amreli,0,16.06,43,188,59,Warning,-19.61,2.95,22.56
1/6/2024,Amreli,0,15.05,35,188,59,Warning,-19.61,2.95,22.56
1/7/2024,Amreli,0,15.47,41.5,188,59,Warning,-19.61,2.95,22.56
1/8/2024,Amreli,0,15.65,37.5,188,59,Warning,-19.61,2.95,22.56
1/9/2024,Amreli,0,15.18,41,188,59,Warning,-19.61,2.95,22.56
1/10/2024,Amreli,0,15.07,43.2,188,59,Warning,-19.61,2.95,22.56
1/11/2024,Amreli,0,16.23,38.9,188,59,Warning,-19.61,2.95,22.56
1/12/2024,Amreli,0,16.13,36.1,188,59,Warning,-19.61,2.95,22.56
1/13/2024,Amreli,0.9,15.49,36.7,188,59,Warning,-19.52,3.04,22.56
1/14/2024,Amreli,0,15.78,35.2,188,59,Warning,-19.61,2.95,22.56
1/15/2024,Amreli,0,17,31.5,188,59,Warning,-19.61,2.95,22.56
1/16/2024,Amreli,0,16.3,42.6,188,59,Warning,-19.61,2.95,22.56
1/17/2024,Amreli,0,16.35,47.8,188,59,Warning,-19.61,2.95,22.56
1/18/2024,Amreli,0.2,16.49,40.7,188,59,Warning,-19.59,2.97,22.56
1/19/2024,Amreli,0,16.94,37.7,188,59,Warning,-19.61,2.95,22.56
1/20/2024,Amreli,0,17.18,40.5,188,59,Warning,-19.61,2.95,22.56
1/21/2024,Amreli,0,16.61,42.6,188,59,Warning,-19.61,2.95,22.56
1/22/2024,Amreli,0,17.12,45.2,188,59,Warning,-19.61,2.95,22.56
1/23/2024,Amreli,0,17.14,35.7,188,59,Warning,-19.61,2.95,22.56
1/24/2024,Amreli,0,16.7,35.9,188,59,Warning,-19.61,2.95,22.56
1/25/2024,Amreli,0,16.69,35.6,188,59,Warning,-19.61,2.95,22.56
1/26/2024,Amreli,0,17.21,46.4,188,59,Warning,-19.61,2.95,22.56
1/27/2024,Amreli,0,16.55,33.2,188,59,Warning,-19.61,2.95,22.56
1/28/2024,Amreli,0,17.69,41.4,188,59,Warning,-19.61,2.95,22.56
1/29/2024,Amreli,0,16.65,33.8,188,59,Warning,-19.61,2.95,22.56
1/30/2024,Amreli,0,18.01,37.7,188,59,Warning,-19.61,2.95,22.56
1/31/2024,Amreli,0.9,17.67,41.6,188,59,Warning,-19.52,3.04,22.56
2/1/2024,Amreli,0,17.47,33,188,59,Warning,-19.61,2.95,22.56
2/2/2024,Amreli,0,17.76,43.3,188,59,Warning,-19.61,2.95,22.56
2/3/2024,Amreli,0,17.48,37.2,188,59,Warning,-19.61,2.95,22.56
2/4/2024,Amreli,0,17.6,42.2,188,59,Warning,-19.61,2.95,22.56
2/5/2024,Amreli,0,17.77,36.1,188,59,Warning,-19.61,2.95,22.56
2/6/2024,Amreli,0,17.63,31.7,188,59,Warning,-19.61,2.95,22.56
2/7/2024,Amreli,0,17.56,35.6,188,59,Warning,-19.61,2.95,22.56
2/8/2024,Amreli,0,17.89,49.2,188,59,Warning,-19.61,2.95,22.56
2/9/2024,Amreli,0,17.65,33.5,188,59,Warning,-19.61,2.95,22.56
2/10/2024,Amreli,0,18.08,40.8,188,59,Warning,-19.61,2.95,22.56
2/11/2024,Amreli,1.1,18.02,39.8,188,59,Warning,-19.5,3.06,22.56
2/12/2024,Amreli,3.3,18.95,39.9,188,59,Warning,-19.28,3.28,22.56
2/13/2024,Amreli,0,17.93,34.5,188,59,Warning,-19.61,2.95,22.56
2/14/2024,Amreli,0,18.4,40.2,188,59,Warning,-19.61,2.95,22.56
2/15/2024,Amreli,0,18.64,34.9,188,59,Warning,-19.61,2.95,22.56
2/16/2024,Amreli,0.8,18.57,36.2,188,59,Warning,-19.53,3.03,22.56
2/17/2024,Amreli,0,18.62,32.2,188,59,Warning,-19.61,2.95,22.56
2/18/2024,Amreli,0,18.92,32.4,188,59,Warning,-19.61,2.95,22.56
2/19/2024,Amreli,0,18.9,30.9,188,59,Warning,-19.61,2.95,22.56
2/20/2024,Amreli,0,20.13,39.9,188,59,Critical,-19.61,2.95,22.56
